θ,v(θ),u(θ)
3.738495257771854,4.88622608132569,3.601330512143741
3.769911184307752,4.747526041813186,3.352333944186375
3.80132711084365,4.607716228448535,3.125263731672678
3.832743037379548,4.468229806311018,2.91790443565994
3.864158963915446,4.330144086113696,2.7282423811348164
3.8955748904513436,4.194256346768887,2.554461807479149
3.926990816987242,4.061144579682345,2.394934617165992
3.9584067435231396,3.931215829786273,2.248206695140844
3.989822670059038,3.804744477423982,2.1129827421021035
4.0212385965949355,3.6819024433099266,1.9881108530384444
4.052654523130833,3.562782953942149,1.8725675885418862
4.084070449666731,3.4474191985521956,1.7654439632812255
4.11548637620263,3.335798947731006,1.665932564408877
4.1469023027385274,3.2278759874173892,1.5733158774153062
4.178318229274425,3.1235790455837775,1.4869558132911072
4.209734155810323,3.0228187470365353,1.406284381613071
4.241150082346221,2.925493018518207,1.330795427518302
4.272566008882119,2.8314912764955924,1.2600373384254882
4.303981935418017,2.74069765908375,1.1936066233825455
4.335397861953915,2.6529935076783793,1.1311422704490948
4.366813788489813,2.5682592599260357,1.0723207931794756
4.39822971502571,2.4863758811356806,1.0168518845134638
4.429645641561609,2.4072259341180535,0.9644746042285143
4.461061568097507,2.33069436613966,0.9149540339563927
4.4924774946334045,2.2566690749416396,0.868078341264877
4.523893421169302,2.185041302615056,0.8236562012605654
4.5553093477052,2.1157058957705663,0.7815145304941172
4.586725274241099,2.048561462287427,0.7414964936223465
4.618141200776996,1.9835104485009594,0.7034597483189146
4.649557127312894,1.9204591556186645,0.6672748983658051
4.680973053848792,1.8593177101533775,0.6328241287512203
4.71238898038469,1.8000000000000003,0.6
4.743804906920588,1.7424235852826355,0.568704381924344
4.775220833456486,1.6865095911215544,0.5388475095569384
4.806636759992384,1.632182587904666,0.5103471462632594
4.838052686528282,1.5793704634097745,0.4831278409680915
4.869468613064179,1.528004290143678,0.4571202681116985
4.900884539600078,1.478018190488721,0.43226064040786394
4.932300466135976,1.4293492016341944,0.4084901857390525
4.9637163926718735,1.381937141785542,0.3857546806194419
4.995132319207771,1.3357244787622504,0.3640040336072731
5.026548245743669,1.2906562017943748,0.3431919128734711
5.057964172279568,1.2466796970913563,0.323275412850924
5.089380098815465,1.2037446275718002,0.3042147555127813
5.120796025351363,1.161802816998618,0.28597302237132827
5.152211951887261,1.1208081386521662,0.2685159137623479
5.1836278784231595,1.0807164085878143,0.2518115323927296
5.215043804959057,1.0414852834586925,0.23583018848959147
5.246459731494955,1.003074162834707,0.22054422420425276
5.277875658030853,0.9654440959121225,0.2059278552001022
5.3092915845667505,0.9285576924811566,0.1919570275948781
5.340707511102649,0.8923790380001727,0.17860928863962183
5.372123437638547,0.8568736126123335,0.16586366970243963
5.403539364174445,0.8220082139326442,0.15370058028852604
5.4349552907103424,0.7877508834291794,0.14210171197160276
5.46637121724624,0.7540708362209021,0.13104995123845065
5.497787143782139,0.7209383941153353,0.12052930035977909
5.529203070318037,0.6883249217117778,0.110524805499142
5.560618996853934,0.6562027653993512,0.10102249135861187
5.592034923389832,0.6245451950836439,0.09200930173689682
5.62345084992573,0.593326348480703,0.0834730454437429
5.6548667764616285,0.562521177822492,0.07540234707492355
5.686282702997526,0.5321053988235077,0.06778660220576903
5.717698629533424,0.5020554417638164,0.06061593660891619
5.749114556069322,0.4723484045493945,0.05388116914442323
5.7805304826052195,0.44296200761606547,0.04757377800827052
5.811946409141118,0.41387455054864297,0.04168587005908398
5.843362335677016,0.3850648702919454,0.03621015297317426
5.874778262212914,0.3565123008351716,0.031139910005091243
5.906194188748811,0.32819663425570356,0.026468977155265052
5.937610115284709,0.3000980830126628,0.022191722568210278
5.969026041820608,0.27219724338454865,0.01830302800458204
6.000441968356506,0.24447505994897942,0.01479827224828298
6.031857894892403,0.21691279100594366,0.01167331632611216
6.063273821428301,0.18949197484909197,0.0089244904322941
6.094689747964199,0.16219439679237538,0.0065485824638391
6.1261056745000975,0.13500205686186562,0.004542828085214351
6.157521601035995,0.10789713806480723,0.0029049022524109875
6.188937527571893,0.08086197514987199,0.0016329121373142201
6.220353454107791,0.053879023774260786,0.0007253914034340603
6.2517693806436885,0.02693082999463907,0.00018129579367571482
